invoiceidno,itemdescription,quantity,rate,msku,
7983,Pullareddy Sugar Free Badusha 500g,1,57,DF0013_1,
7983,Pullareddy Madatha kaja 500g,1,57,DF0167_1,
7984,Wishcare Ceramide Lip Balm with SPF50 PA+++ - Natural - 5g,2,2.74,1059269,
7984,Goodcare Neem Guard Body Oil - 200ml,1,2.74,Goodcare5182,
7984,Wagh Bakri Elaichi Instant Tea Premix 80G,6,2.74,1136601,
7984,"AADAR Re-LAX Constipation Relief, Ayurvedic Digestion Support and Bowel Wellness Capsules, 60 Units",2,2.74,1149277,
7984,Dabur Organic Honey 300gm,1,2.74,Dabur3230,
7984,Two Brothers Organic Farms Gulkand - 500g,1,2.74,1147384,
7984,Bajaj Nomarks Ayurvedic Antimarks Cream For Dry Skin 25g,1,2.74,1041949,
7984,Gandharvahastadi Kashayam 200ml,1,2.74,KOTK21,
7984,Narayana Kalpa 500mg 60 tab,1,2.74,47009,
7984,Dabur Pudin Hara Active - 30ml,1,2.74,Dabur3315,
7984,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,2.74,1135553,
7984,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,2.74,1135553,
7984,HAMDARD Bazoori Motadil Sharbat 500ml,1,2.74,1040269,
7984,Mildy Everyday Shampoo  100ml,1,2.74,1142976,
7984,Aachi Pepper Powder 50 g,1,2.74,Aachi6382,
7984,Somlata Soma Gerardiana Herbal Blend for Wellness and Vitality - 100 gm,1,2.74,1148028,
7984,Two Brothers Organic Farms Gulkand - 500g,1,2.74,1147384,
7984,Suhana Butter Chicken Mix 50gms,1,2.74,DFMSSH0022,
7984,Pond's Age Miracle Wrinkle corrector Day Cream SPF 15 PA++(50G),1,2.74,1136584,
7984,Indus Valley Hair Ultima Spa,1,2.74,1046676,
7984,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,2.74,1135553,
7984,Vaidyaratnam Manasamithra Gulika Tablets,4,2.74,1034308,
7984,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,16,2.74,1147603,
7984,"Zinda Tilismath, 15 ml",1,2.74,NOVA695,
7984,Roghan Phosphorus Oil 100ml,1,2.74,26513,
7984,"Zinda Tilismath, 15 ml",1,2.74,NOVA695,
7984,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,2.74,BeBodywise3013-,
7984,Sri Sri Tattva Protein Shampoo 200ml,1,2.74,46979,
7984,OZiva Hair Vitamins | With Biotin Iron & Vitamin E,1,2.74,1046600,
7984,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,2.74,1033271,
7984,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,2.74,1033271,
7984,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,2.74,1135553,
7984,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),2,2.74,1149278,
7984,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,5,2.74,1147603,
7984,Dabur Pudin Hara Active - 30ml,4,2.74,Dabur3315,
7984,Sitaram Ayurveda Dadimashtaka Choornam - 50g,4,2.74,1144057,
7984,Supradyn Daily Multivitamin Tablets for Men & Women - 15 Tablets,12,2.74,1148667,
7984,Ensure Diabetes Care Powder - Vanila Refill - 1kg,5,2.74,1032677,
7984,Kamadhenu Milk Junnu | Colostrum Powder,15,2.742,Kamadhenu1000,
7985,JOLOCHIP LAST-CHIP-CHALLENGE (PACK of 2),2,5.5,jolofbanew,
7986,Durex Lube Gel Saucy Strawberry - 50ml,2,2.28,1009607,
7986,Dr Willmar Schwabe India Carbo Vegetabilis Dilution 30 CH-30ml,1,2.28,WILLSCH1437,
7986,Dr Willmar Schwabe India Kali Bichromicum Dilution 30 CH,1,2.288,WILLSCH1554,
7986,Dr. Willmar Schwabe India Baryta Carbonica 30CH,1,2.288,1140249,
7986,Charak Pharma Stop-IBS tablet 30tabs,2,2.288,Charak52,
7986,Moon Herbal Kamini Vidrawan Ras with Kesar,1,2.288,1032209,
7986,Deconstruct Face Gel Sunscreen SPF 55+ and PA+++,3,2.288,1059074,
7986,Diavit Plus - 10caps,5,2.288,1140423,
7986,Fludac Capsule,1,2.288,1140452,
7986,Androtas Gel - 75g,1,2.288,1150389,
7986,Zydus Cadila Xylocaine 2% Jelly Gel - 50g,3,2.288,1145415,
7986,Dr. Reckeweg Vinca Minor Dilution 30 CH,1,2.288,38876,
7986,ELIQUIS 2.5,1,2.288,1142939,
7986,Eliquis 5mg Tablet,4,2.288,11429428,
7986,Medisynth Guatteria Gaumeri Mother Tincture Q,1,2.288,1044096,
7986,SBL Chimaphila Umbellata Dilution 12 CH,2,2.288,45126,
7986,Wheezal WL30 Pain Gone Drop - 30ml,2,2.288,zal015,
7986,Lord's L 165 Tumor Drop 30 ml,2,2.288,Pedic010,
7986,B Trim Drop,2,2.288,42564,
7986,Dabur Castor Oil 100% Natural Cold Pressed - 200ml,1,2.288,1039197,
7986,Justicia Adhatoda,1,2.28,42077,
7986,Ensure Diabetes Care Powder - Vanila Refill - 1kg,2,2.288,1032677,
7986,Neutrogena Oil-Free Moisture for Combination Skin with SPF 15,26,2.288,1099148,
7986,Hamdard Barshasha 60gs,20,2.288,1118589,
7986,Khojati Triphalanjan Eye Drops,3,2.288,Khojati68,
7986,Moon Herbal Kamini Vidrawan Ras with Kesar,10,2.288,1032209,
7986,10 Pc Easy10 Minutes Herbal Hair Color Shampoo Base Natural Black Herbs,10,2.288,1140516,
7986,Dabur Ashokarishta 450ml,4,2.288,Dabur3326,
7986,Patanjali Divya Swasari Kwath 100g,6,2.288,PATAN-NOVA-2684-01,
7986,Dr. Reckeweg Chelidonium Majus Mother Tincture Q,6,2.288,38504,
7987,Foxtale Niacinamide Serum - 30ml,1,1,1031207,
7987,Tretin 0.05% Cream,10,1,1145377,
7988,YUVIKA Chiraita Asli Bitter Stick - 100g,1,1.28,1142171,
7988,Dabur Pudin Hara Active - 30ml,4,1.2033,Dabur3315,
7988,YUVIKA Bartang | Barhang - Broadleaf Plantain - Juke (100 Grams),1,1.2033,1025802,
7988,Dabur Giloy Neem Juice with Tulsi 1L,1,1.2033,Dabur3269,
7988,Baidyanath Irimedadi Taila,2,1.2033,1014073,
7988,SBL Arnica Montana Herbal Shampoo with TJC,1,1.2033,sves010-,
7988,YUVIKA Bartang | Barhang - Broadleaf Plantain - Juke (100 Grams),1,1.2033,1025802,
7988,Dr. Reckeweg R9 Cough Drop (22ml),4,1.2033,38370,
7988,Baidyanath Irimedadi Tel 50ml,2,1.2033,Baidyanath362,
7988,Yuvika Kali Haldi - Nar Kachur - 400g,1,1.2033,1143363,
7988,Patanjali Divya Eargrit Gold 20 Tablets,2,1.2033,sped01,
7988,The Derma co 2% Salicylic Acid Serum - 30ml,2,1.2033,1032422,
7988,Lakme Insta Eye Liner Golden 9g,1,1.2033,1011321,
7988,"Himalaya Anti-Hair Fall Shampoo With Bhringaraja, For All Hair Types 650 ml",1,1.2033,21551,
7988,"Himalaya Anti-Hair Fall Shampoo With Bhringaraja, For All Hair Types 650 ml",1,1.2033,21551,
7988,Generic Super Power Cream For Men Long Delay Timing Cream - 5g,2,1.2033,1144028,
7988,Maharishi Ayurveda Lipomap Natural Remedy For Cholesterol Management - 40 tabs,1,1.2033,1030664,
7988,Berberis Aquifolium Mother Tincture (20ml),1,1.2033,38439,
7988,Reckeweg Hepar sulphur 200,2,1.2033,38658,
7988,Dr. Reckeweg Berberis Aqui Dilution 200 CH,1,1.2033,40309,
7988,Dr Reckeweg Ipecacuanha Q Mother Tincture 20ml,1,1.2033,1017422,
7988,Androtas Gel - 75g,1,1.2033,1150389,
7988,Karela Jamun 1L juice,2,1.2033,46955,
7988,Patanjali Divya Vatari Churna 100g,3,1.2033,PATAN-NOVA-1608-01,
7988,Baidyanath Jhansi Garbha Chintamani Ras VR (Swarna Yukta) Tablets,2,1.2033,1041850,
7988,Goodcare Neem Guard Body Oil - 200ml,2,1.2033,Goodcare5182,
7988,Kairali Ayurvedic Sparub Balm 10g,6,1.2033,1016091,
7988,SBL Syzygium Jambolanum Mother Tincture Q-100ml,1,1.2033,1148288,
7988,Dr Willmar Schwabe India Gambogia Mother Tincture Q,4,1.2033,WILLSCH2172,
7988,Just Herbs Nosun Jojoba-Wheatgerm Moisturising Sun Protection Gel with SPF 35+ PA++++ 50ml,1,1.2033,1009793,
7988,Patanjali Dant Kanti Natural Tooth Paste 100g,3,1.2033,PATAN-NOVA-1306-01,
7988,SBL Xanthoxylum Fraxineum Dilution 200 CH,1,1.2033,44515,
7988,Origanum majorana 200 C,1,1.2033,45316,
7988,Sepia 1000 CH,1,1.2033,42737,
7988,SBL Sepia Dilution 10M CH,1,1.2033,43088,
7988,Dr. Reckeweg Theridion Curassavicum Dilution 30 CH,2,1.2033,39535,
7988,Dr. Reckeweg Chelidonium Majus Mother Tincture Q,1,1.2033,38504,
7988,SBL Cuprum Sulphuratum Dilution 30 CH,1,1.2033,43347,
7988,Cuprum Metallicum 200C,1,1.2033,46344,
7988,Dr Willmar Schwabe India Baryta Iodata Dilution 200 CH,1,1.2033,WILLSCH3203,
7988,Stramonium 200 CH,1,1.2033,43003,
7988,Dr. Reckeweg R9 Cough Drop (22ml),10,1.2033,38370,
7988,R15 Forte,6,1.2033,1015736,
7988,R25,10,1.2033,38374,
7988,R49,10,1.2033,38368,
7988,R67,10,1.2033,38415,
7988,R71,10,1.2033,38360,
7988,R73,10,1.2033,38346,
7988,Hamdard Kamini Vidrawan Ras,10,1.2033,1032210,
7988,Rex Kamini Vidrawan Ras with Kesar Tablet,10,1.2033,1032211,
7988,Eliquis 5mg Tablet,50,1.2033,11429428,
7988,Dabur Pudin Hara Active - 30ml,12,1.2033,Dabur3315,
7988,Basic Ayurveda Arjunarishta bottle of 450 ml Liquid,4,1.2033,19316,
7988,Zandu Balm 25ML,20,1.2033,1024150,
7989,Avanafil 100mg Tablet,15,19,1142600,
7990,Arnica Montana Radix Dilution 6 CH,1,219.49,46336,
7991,Ocimum Sanctum,1,186.01,42066,
7991,SBL Curcuma Longa Mother Tincture Q - 30ml,1,186.01,42079,
7992,Prakruthi Violet Saree Varalakshmi Ammavari Idol Body 14 inch,1,2397.46,70824006,
7993,Nottyboy Lidocaine Delay Spray - 20g,1,4,1144030,
7993,Roy Biotech Millinium Stud 5000 Delay Spray For Men,1,6,1052266,
7994,Chandraprabha vati 300mg 60 tab,1,4,PMCSS046,
7994,Baidyanath Vansaar Bilwa Taila 25 ml,1,4,1014115,
7994,Sarivadi Vati 160 Tabs,1,3,PATAN-NOVA-1629-01,
7995,Dr Ortho Pain Relief Oil - 120 ml,3,1.3049,Dr.Ortho2407,
7995,Nourishing Baby Soap 75gm,1,1.4,HimalayaHerbals3965,
7995,Ayumulah Black Turmeric - 100g,1,1.3049,1140290,
7995,Daflon Tablet - 1000 Mg - 20 tablets,6,1.3049,1135557,
7995,Roopak Pani Puri Masala - 100g,1,1.3049,RoopakStores488,
7995,Patanjali Shatavar Churan 100 gm,2,1.3049,PATAN-NOVA-474-01,
7995,Fortune Fildena 100 Mg,5,1.3049,1147481,
7995,Crataegus Oxyacantha,1,1.3049,42041,
7995,Medisynth Guatteria Gaumeri Mother Tincture Q,1,1.3049,1044096,
7995,Allium Sativum,1,1.3049,42074,
7995,Plantago Major Dilution 200 CH,1,1.3049,42978,
7995,Iberis Amara,1,1.3049,42360,
7995,Avanafil 100mg Tablet,54,1.3049,1142600,
7995,Centurion Vilitra 60 Mg-10Tabs,1,1.3049,1147489,
7995,Fortune Fildena 150 Mg,2,1.3049,1147487,
7995,SBL Thalllium Arsenicicum Dilution 1000 CH,1,1.3049,43561,
7995,SBL Crataegus Oxyacantha Dilution 6 CH,1,1.3049,44831,
7995,Roopak Butter Chicken Masala Powder - 100,1,1.3049,RoopakStores382,
7995,Shiva Organic Gulkand With Paan - 250g,1,1.3049,1144020,
7995,Shiva Organic Cardamom Infused Honey - 250g,1,1.3049,1148299,
7995,Roopak Gulukand - 400g,1,1.3049,RoopakStores315,
7995,Lakme Eyeconic Kajal Twin Pack 0.35G + 0.35G,1,1.3049,1011274,
7995,Lakme Eyeconic Kajal Black 0.35G,1,1.3049,1011357,
7995,Dr. Reckeweg Alfalfa Tonic R95 250ml,2,1.3049,42022,
7995,Antimonium Tartaricum Dilution 30 CH (11ml),6,1.3049,38687,
7995,liv 52 DS 60Tabs,20,1.3049,HimalayaHerbals3987,
7995,"Liv.52 Syrup, bottle of 200ml",6,1.3049,19637,
7995,Himalaya Speman 60Tabs,6,1.3049,HimalayaHerbals3985,
7995,"Himalaya Anti-Hair Fall Shampoo With Bhringaraja, For All Hair Types 650 ml",1,1.3049,21551,
7995,Daflon Tablet - 1000 Mg - 20 tablets,20,1.3049,1135557,
7995,Daflon Tablet-500 Mg-10 tablets,50,1.3049,1142461,
7995,Man Matters 2% Ketoconazole Anti Dandruff Shampoo,2,1.3049,1044028,
7995,Ensure Plus Powder | Vanilla Flavour - 400g,3,1.3049,1127452,
7995,Dia Free Juice-1LT,2,1.3049,KapivaAyurveda875,
7995,Dabur Dashmularishta 450 ml,2,1.3049,Dabur3324,
7995,Patanjali Shatavar Churan 100 gm,4,1.3049,PATAN-NOVA-474-01,
7995,Dr Ortho Pain Relief Oil - 120 ml,10,1.3049,Dr.Ortho2407,
7996,Ensure Plus Powder | Vanilla Flavour - 400g,24,11.875,1127452,
7997,Dr Willmar Schwabe India Apomorphinum Muriaticum Dilution 1000 CH,1,5.5,WILLSCH647,
7997,Dr Willmar Schwabe India Apomorphinum Muriaticum Dilution 200 CH,1,5.5,WILLSCH1639,
7998,Dabur Red Toothpaste - 200 Gm,2,2,DB0019,
7998,Riffway Golden Feed Weight Gainer - 100g,1,1,1142897,
7998,Tentex Royal 100Caps,1,1,HimalayaHerbals3986,
7998,Multani Kamini Vidrawan Ras Tablet,1,1,1032208,
7998,Hamdard Barshasha 60gs,3,1,1118589,
7998,Multani Barshasha - 60g,2,2,1141067,
7999,Brass Showpiece Camel Statue 2.86kg,1,285,1019327,
8000,Brass Hanuman Mace Gada 1.75Kg,1,285,1022151,
8001,Bakson's Homeopathy 20 Globules - 1 kg,2,7,1036708,
8002,Dr. Reckeweg R9 Cough Drop (22ml),3,5.089,38370,
8002,Dr. Reckeweg Influenzinum Dilution 200 CH,1,5.08,38761,
8002,R26,1,5.08,38357,
8002,Dr. Reckeweg Nux Vomica Dilution 200 CH,4,5.089,38643,
8002,R21,1,5.089,38376,
8002,Dr. Reckeweg Strophanthus Mother Tincture Q,1,5.08,38499,
8002,Causticum 30 CH,3,5.089,1021334,
8002,Aspidosperma Mother Tincture (20ml),1,5.089,38449,
8002,R43,3,5.089,38383,
8002,Dr. Reckeweg R2 Essentia Aurea-Gold Drop (22ml),1,5.089,38355,
8002,R88,1,5.089,38377,
8002,R54,3,5.089,38351,
8002,Dr. Reckeweg Rauwo lfia Serp Mother TinctureQ,1,5.089,38448,
8002,R73,1,5.089,38346,
8002,R14,2,5.089,38381,
8002,Dr. Reckeweg R5 Stomach and Digestion Drop,2,5.089,38350,
8002,Dr Reckeweg R3 Heart Drop (22ml),1,5.089,38363,
8002,Dr Reckeweg R13 Hemorrhoidal Drop,1,5.089,38358,
8002,Dr. Reckeweg R59 Obesity and Slimming Drop,6,5.089,38348,
8002,R49,1,5.089,38368,
8002,Rhus Tox Dilution 200 CH (11ml),1,5.089,38644,
8002,Rex Arq Mako,1,5.089,26238,
8002,Natureland Organics Bajra Flour - 500 gm,1,5.089,NaturelandOrganicspmc178,
8002,Pure Copper Naga Udharini 300g,1,5.089,4144164143,
8002,Radium Bromatum Dilution CM CH,4,5.089,41952,
8002,R1,3,5.089,38379,
8002,R7,1,5.089,38365,
8002,R37,3,5.089,38397,
8002,R15 Forte,1,5.089,1015736,
8002,Dr. Reckeweg R60 Blood Purifier Drop,1,5.089,38359,
8002,R17,1,5.089,38382,
8003,Nottyboy Lidocaine Delay Spray - 20g,1,6,1144030,
8003,Roy Biotech Millinium Stud 5000 Delay Spray For Men,5,1,1052266,
8004,Vastramay Boys' Lavender And Navy Blue Jacquard Kurta Pyjama Set 24 (4-5 Years),1,2.75,VASBK105HWnPVBU_24-,
8004,Vastramay Boys' Lavender And Navy Blue Jacquard Kurta Pyjama Set 20 (2-3 Years),1,2.75,VASBK105HWnPVBU_20-,
8004,Vastramay Boys' Multicolor-Base-Navy Blue Kurta and Pyjama Set With Leheria Border 24 (4-5 Years),1,2.75,VASBK109nBVPCR_24-,
8004,Vastramay Boys' Multicolor-Base-Navy Blue Kurta and Pyjama Set With Leheria Border 20 (2-3 Years),1,2.75,VASBK109nBVPCR_20,
8005,NYASSA Luxurious Exotic Rose Handmade Natural Bathing Soap - 150g,1,1.8333,1145434,
8005,Nyassa Under the Ocean Natural Bathing Handmade Soap 150g,1,1.8333,1145438,
8005,Nyassa Alphonso Handmade Sugar Soap 150g,1,1.8333,1145446,
8005,Nyassa Moroccan Rose Natural Bathing Handmade Soap,1,1.8333,1145447,
8005,Nyassa Berries & Magnolia Natural Handmade Bathing Soap 150g,1,1.8333,1145450,
8005,Nyassa Argan Oil Handmade Soap 150 g,1,1.8333,24634,
8006,Apex Ayurvedic TFN 34 Tablet 5 strips,1,5.5,Apex4082,
8006,Kerala Ayurveda Thyrokalp 100 tablet,1,5.5,1030413,
8007,Vyas Pharmaceuticals Vyas Somghrit - 100g,2,5.5,18350,
8008,Millet Amma organic Little Millet Flour 500 g,2,5.5,MilletAmmapmc3450,
8009,Godavari Vantillu Gongura Pickle | Gongura Nilva Pachadi 250g,1,71.25,1034039,
8009,Konaseema Special Chicken Gongura Pickle 1kg,1,71.25,1138715,
8009,Andhra Spicy Keto Chicken Boneless Pickle 2LBs,1,71.25,1034071,
8009,Aruna Foods Chicken Pickle,1,71.25,3228017,
8010,Isha Arogya Turmeric Powdered Form Of Vegetarian Capsules,1,40.714,IshaLife2455,
8010,Isha Life Danta Prabha Special Tooth Powder - 50 gm,1,40.714,IshaLife2492,
8010,Isha Life Neem Tablet 60pcs,1,40.714,isha032,
8010,Isha Life Tulsi Tablet 60pcs,1,40.715,isha036,
8010,Isha Life Rose Gulkanth 400g,1,40.715,1034674,
8010,Isha Life A2 Desi Cow Ghee 500g,2,40.715,1058181,
8011,Baidyanath Laghu Sutshekhar Tab,2,1.61878,1059489,
8011,R49,1,1.6,38368,
8011,YUVIKA Bartang | Barhang - Broadleaf Plantain - Juke (100 Grams),1,1.61,1025802,
8011,YUVIKA Lajwanti - Mimosa Pudica - Sensitive Plant Seeds (200 GM),2,1.61878,1148507,
8011,YUVIKA Lajwanti - Mimosa Pudica - Sensitive Plant Seeds (200 GM),1,1.61878,1148507,
8011,YUVIKA Amaltas Phali - fali Amaltas - 100g,1,1.61878,1142561,
8011,YUVIKA Aam Gutli - Aam Magaj - 400g,1,1.61878,1148147,
8011,Aloe Vera Hydrating Face Gel 500g,2,1.61878,KapivaAyurveda850,
8011,liv 52 DS 60Tabs,6,1.61878,HimalayaHerbals3987,
8011,Daflon Tablet - 1000 Mg - 20 tablets,26,1.61878,1135557,
8011,Daflon 500 mg Tablet,24,1.61878,1031476,
8011,Lakme Insta Eye Liner Green 9ml,1,1.61878,1011323,
8011,Johnson's Baby Powder - 400 g,2,1.61878,Johnsons2255,
8011,Johnson'S Baby Powder Blossoms Powder - 200gm,3,1.61878,1142301,
8011,Bioforce Blooume 66 Corns Ointment 20g,1,1.61878,1026892,
8011,Dr Willmar Schwabe India Morbillinum Dilution 10M CH,1,1.61878,WILLSCH2130,
8011,Morbillinum 200 CH,1,1.61878,45643,
8011,Drosera Rotundifolia Dilution 30 CH,1,1.61878,42989,
8011,Maharishi Ayurveda Authentic Chyavanprash Effective For Building Immunity,3,1.61878,1030623,
8011,Wheezal Homeopathy SkookumChuk Ointment - 25g,1,1.61878,1059556,
8011,Haslab HC 76 Plantago Complex Tablet 20g,3,1.61878,haslab0030,
8011,Dr Willmar Schwabe India Ipecacuanha Dilution 200 CH,1,1.61878,WILLSCH2394,
8011,Dr Willmar Schwabe India Ipecacuanha Mother Tincture Q,1,1.61878,WILLSCH3917,
8011,Moon Herbal Kamini Vidrawan Ras with Kesar,10,1.61878,1032209,
8011,Arjunarishth 450ml,2,1.61878,PATAN-NOVA-2179-01,
8011,Baidyanath Vansaar Kaminividrawan Ras Kesar Yukta 10g,20,1.61878,1013839,
8011,Osteo Arthritic Nosode 30,6,1.61878,43025,
8011,SBL Thallium Metallicum Dilution 200 CH,6,1.61878,43142,
8011,Silicea 30 CH,6,1.61878,42666,
8011,Dabur Dashmularishta 450 ml,1,1.61878,Dabur3324,
8011,Odomoas Cream 50gm,16,1.61878,Dabur3258,
8011,Durex Strawberry Flavoured Lube | Water-Based Intimate Lubricant For Men & Women 50ML,5,1.61878,1026885,
8011,Cinthol Lime Soap-100g,15,1.61878,1143961,
8011,Gaviscon Oral Suspension - 150ml,1,1.61878,1142390,
8011,Patanjali Special Chyawanprash with Saffron - 1Kg,2,1.61878,1142878,
8011,Sulphur Ointment 25g,5,1.61878,1018929,
8012,A R Silk Golden Border Regular Dupatta Color Golden Dupatta or Chunni,7,40.714,ARSilk5686,
8013,Nivea Dark Spot Reduction Creme 150ml,3,2,1000934,
8013,Nivea Dark Spot Reduction Facewash|100g,3,2,11504368,
8014,Androtas Gel - 75g,1,10,1150389,
8015,R16,5,2.2,38366,
8016,Two Brothers Organic Farms Amlaprash (Limited Edition Chyawanprash) - 300 gms,1,1.80379,1014583,
8016,Beyond Snack Kerala Banana Chips 3 Flavour - 300g,1,1.80379,1028255,
8016,"Suhana Veg Spice Mixes Combo of 6 - Paneer Butter, Veg Biryani, Paneer Tikka, Rajma Masala, Mutter Paneer, Shahi Malai Kofta | Easy to Cook | Spice Mix",1,1.80379,1140411,
8016,Arata Refreshing Face Wash - 50 ml,1,1.80379,Arata4017,
8016,Shahnaz Husain Herbal Sindoor - Maroon - 9ml,1,1.80379,1047849,
8016,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,1.80379,1033271,
8016,THRU Sallaki Oil Liniment 100ml - 100ml,1,1.80379,1138332,
8016,Sri Sri Tattva USA NAOQ19 Tablets 90tabs,1,1.80379,1050933,
8016,Sri Sri Tattva USA NAOQ19 Tablets 90tabs,1,1.80379,1050933,
8016,suhana masala Chicken Biryani Mix 50Gm,1,1.80379,DFMSSH0041,
8016,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,1.80379,1033271,
8016,Vasu Bonton-DQ Tablets (2 X 15 Tablets),2,1.80379,1140490,
8016,Revinto Sthoulyahara Kashaya 200 ml,1,1.80379,19711,
8016,Charak Gum Tone Gel 50,1,1.80379,Charak95,
8016,Revinto Sthoulyahara Kashaya,2,1.80379,Revital715,
8016,Carmel Organics Ashwagandha Powder,1,1.8037,CarmelOrganics358,
8016,Praakritik Organic B12 Moringa Leaf Powder 100g,4,1.80379,Praakritik1683,
8016,Somlata Soma Gerardiana Herbal Blend for Wellness and Vitality - 100 gm,1,1.80379,1148028,
8016,"Rajasthan Herbals Ayurvedic Pain Niwaran Churna, 135g",1,1.80379,RajasthanHerbalsInternational808,
8016,Just Jaivik Organic Licorice Root Powder - 100 g,1,1.80379,JustJaivik1773,
8016,Swasamrutham Cough Syrup-200ml,1,1.80379,1140510,
8016,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,1.80379,1033271,
8016,Prakruthi Tamarind Seed Powder 100G,1,1.80379,BPP45,
8016,Forest Essentials Luxury Sugar Soap Bengal Tuberose - 125g,1,1.80379,ForestEssentials744,
8016,Vaidyaratnam Saraswatharishtam With Gold 100 ML,2,1.80379,1140755,
8016,Dabur Janma Ghunti Honey - 125ml,2,1.80379,Dabur3237,
8016,Vaidyaratnam Bruhath Triphala Choornam - 100g,8,1.80379,1149931,
8016,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,1,1.80379,1147603,
8016,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,3,1.80379,1147603,
8016,"METROL IPCA Acne-UV Oil Free Gel,SPF 30 PA+++, UVA/UVB/Visible Light, Very Water Resistant Sunscreen 60G",1,1.80379,1058860,
8016,Dr. Reckeweg X-Ray Dilution30 CH,1,1.80379,39215,
8016,Sri Sri Ayurveda Srinetra Eye Drops,2,1.80379,PMCSS115,
8016,Himalaya Ophthacare Eye Drops 10ml,2,1.80379,HimalayaHerbals3819,
8016,K. C. Das Rossogolla 500g,1,1.80379,K.C.Das1641,
8016,Sun Pharmace Cernos 1% W/W Gel Pack of 10,1,1.80379,1151457,
8016,Vicco Turmeric Vanishing Cream 50gm,1,1.80379,1030405,
8016,Kerala Ayurveda Brahmi Ghritham 150 ml,2,1.80379,KeralaAyurveda566,
8016,Kerala Ayurveda Brahmi Ghritham 150 ml,1,1.80379,KeralaAyurveda566,
8016,Kottakkal Guluchyadi Kashayam 200ml,1,1.80379,1024507,
8016,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,1.80379,BeBodywise3013-,
8016,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,1.80379,BeBodywise3013-,
8016,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,1.80379,BeBodywise3013-,
8016,Kottakkal Guluchyadi Kashayam 200ml,1,1.80379,1024507,
8016,Kottakkal Dasamoolarishtam 450ml,1,1.80379,KOTK84,
8016,Kottakkal Dasamoolarishtam 450ml,2,1.80379,KOTK84,
8016,Swasamrutham Cough Syrup-200ml,4,1.80379,1140510,
8016,Kottakkal Gandharvahasthadi Erand tailam 200ML,4,1.80379,1148575,
8016,Kamadhenu Milk Junnu | Colostrum Powder,5,1.80379,Kamadhenu1000,
8016,Tea Tree Skin Clearing Clay Mask- 75ML,4,1.80379,1141497,
8016,Sagar Ayurveda Anuloma DS Tablets 120 tab,6,1.80479,1001144,
8016,Supradyn Daily Multivitamin Tablets for Men & Women - 15 Tablets,70,1.80499,1148667,
8017,Dabur Pilochek let 60Tabs,2,2.2,Dabur3358,
8017,Dabur Pilochek Gel 30g,3,2.2,Dabur3220,
8018,Biotique Advanced Organics Honey Gel Refreshing Foaming Face Cleanser 150ml 120ml,1,5.5,1034912,
8018,Vilvah Milk Drops Brightening Serum 20 ml,1,5.5,1147522,
8019,Daflon 500 mg Tablet  60Tablet,2,5.5,1126110,
8020,"Two Brothers Organic Farms Indian Berry Honey, Raw Mono-Floral Unfiltered 350 gm",1,0.6597,1014570,
8020,Two Brothers Organic Farms Amlaprash (Limited Edition Chyawanprash) - 300 gms,1,0.6597,1014583,
8020,"Neotea Seemai Agathi Senna Alata Cassia Alata Leaves Powder, 300 G",1,0.6597,1139747,
8020,Paranjape Foods Kolhapuri Kanda Lasun Masala,1,0.6597,1049278,
8020,Aamra Homemade Natural Heeng Aam Pickle - 190g,1,0.6597,1148622,
8020,"AADAR Re-LAX Constipation Relief, Ayurvedic Digestion Support and Bowel Wellness Capsules, 60 Units",2,0.6597,1149277,
